,start,end,country,type,subtype,killed,total_affected,est_damage,disaster_n,location
2706,2009-04-19 00:00:00,2009-04-20 00:00:00,Bangladesh,Storm,Tropical cyclone,7.0,19209.0,,2009-0157,city Corportaion of Cittagong district 
2706,2009-04-19 00:00:00,2009-04-20 00:00:00,Bangladesh,Storm,Tropical cyclone,7.0,19209.0,,2009-0157,Chittagong
2706,2009-04-19 00:00:00,2009-04-20 00:00:00,Bangladesh,Storm,Tropical cyclone,7.0,19209.0,,2009-0157, Sadar
2706,2009-04-19 00:00:00,2009-04-20 00:00:00,Bangladesh,Storm,Tropical cyclone,7.0,19209.0,,2009-0157, Ramu
2706,2009-04-19 00:00:00,2009-04-20 00:00:00,Bangladesh,Storm,Tropical cyclone,7.0,19209.0,,2009-0157, Chokoria
2706,2009-04-19 00:00:00,2009-04-20 00:00:00,Bangladesh,Storm,Tropical cyclone,7.0,19209.0,,2009-0157, Pekua
2706,2009-04-19 00:00:00,2009-04-20 00:00:00,Bangladesh,Storm,Tropical cyclone,7.0,19209.0,,2009-0157, Moheshkhali
2706,2009-04-19 00:00:00,2009-04-20 00:00:00,Bangladesh,Storm,Tropical cyclone,7.0,19209.0,,2009-0157, Kutubdia 
2706,2009-04-19 00:00:00,2009-04-20 00:00:00,Bangladesh,Storm,Tropical cyclone,7.0,19209.0,,2009-0157,Cox s Bazar
2706,2009-04-19 00:00:00,2009-04-20 00:00:00,Bangladesh,Storm,Tropical cyclone,7.0,19209.0,,2009-0157, Burir char of Hatia 
2706,2009-04-19 00:00:00,2009-04-20 00:00:00,Bangladesh,Storm,Tropical cyclone,7.0,19209.0,,2009-0157,Noakhali
2706,2009-04-19 00:00:00,2009-04-20 00:00:00,Bangladesh,Storm,Tropical cyclone,7.0,19209.0,,2009-0157, Charfashion 
2706,2009-04-19 00:00:00,2009-04-20 00:00:00,Bangladesh,Storm,Tropical cyclone,7.0,19209.0,,2009-0157,Bhola
2706,2009-04-19 00:00:00,2009-04-20 00:00:00,Bangladesh,Storm,Tropical cyclone,7.0,19209.0,,2009-0157, Pirganj 
2706,2009-04-19 00:00:00,2009-04-20 00:00:00,Bangladesh,Storm,Tropical cyclone,7.0,19209.0,,2009-0157,Thakurgao
2707,2009-05-25 00:00:00,2009-05-26 00:00:00,Bangladesh,Storm,Tropical cyclone,190.0,3935341.0,270.0,2009-0204,Khulna
2707,2009-05-25 00:00:00,2009-05-26 00:00:00,Bangladesh,Storm,Tropical cyclone,190.0,3935341.0,270.0,2009-0204, Satkhira
2707,2009-05-25 00:00:00,2009-05-26 00:00:00,Bangladesh,Storm,Tropical cyclone,190.0,3935341.0,270.0,2009-0204, Patuakhali
2707,2009-05-25 00:00:00,2009-05-26 00:00:00,Bangladesh,Storm,Tropical cyclone,190.0,3935341.0,270.0,2009-0204, Bagerhat
2707,2009-05-25 00:00:00,2009-05-26 00:00:00,Bangladesh,Storm,Tropical cyclone,190.0,3935341.0,270.0,2009-0204, Barisal
